ages,rates
74,53.25362208201482
64,47.881901311313825
17,23.707326391877928
17,20.770638445910215
43,51.14795413580611
69,52.94633338981694
38,56.70963691496663
52,52.21046031166447
47,45.84182972074267
48,59.202865817793906
16,5.21476369802248
34,42.849883522771336
17,22.865713364094333
68,41.65149469594217
59,36.60496720431492
41,54.79345002941577
47,58.037906903506936
21,28.81558429634359
47,65.57657776454724
70,60.40968181861269
19,37.38805319411215
70,60.203245871845205
26,29.481904343980084
71,45.51468748566657
74,50.205637450972375
32,35.18877728752781
53,65.04153102106704
39,50.989195585296635
20,29.303190682426163
67,64.31009907564075
49,54.76383715692482
21,29.709376111068266
37,26.823405984930453
26,43.63157572861677
63,50.22488152473524
31,47.77540277622545
48,60.812102915108895
24,23.539608064446533
75,65.74716080595938
74,52.63012520744102
21,23.539676723532757
31,39.464732345826576
44,49.484725891695405
18,24.145515153508917
35,26.907119844440434
75,55.03553360515661
74,79.02478728188407
51,22.649957711979773
34,48.137404402284126
41,55.261249333563086
18,10.176522807138479
34,34.74561086590454
35,30.242828420566553
47,66.94965377311878
22,39.19025266777783
67,67.12425374464732
56,53.84647225994795
48,62.08091949749643
55,52.16763432937922
54,65.43157627210559
33,37.1230357588778
55,45.45758083286561
16,39.54950266331944
26,32.03151239334864
43,37.022000917575355
72,47.063661025100274
40,34.93421326980959
65,63.69442351029369
38,41.57137122954784
46,70.81958975997082
45,59.1117818232412
57,55.58138130093971
50,64.03897541198283
22,23.204926635305164
75,37.70214195840694
31,26.9941694242526
41,46.16207829369603
63,52.5845852782886
72,64.4041538825746
67,54.363862186565306
75,63.73034725961725
64,70.0497163056429
17,21.333041493892285
16,26.991452887111215
63,37.26213159424766
27,31.97106021259441
20,13.680418742539786
52,52.41226777129347
47,50.769997566773306
74,58.56676357913795
70,51.19877410203706
24,53.224688617348335
56,39.95978488356932
50,36.70854172838484
34,55.98978375736585
63,47.76720869410107
31,27.4430931246357
18,46.78911897723113
35,50.10722716823564
39,37.34535451861778
69,58.06507905693561
71,75.54871284827684
48,55.87620680950867
39,56.15148455106443
67,63.658031787338054
26,41.54253345953541
64,55.43741695910427
23,29.323484789762194
51,53.16050385348453
53,58.754528074503
55,49.416846841673866
35,41.47053934503005
50,46.896543840440145
63,55.9668482199453
40,31.49003669018153
50,76.05977466959519
40,36.67059881221124
44,43.025392752405686
33,30.417356064451972
61,60.4470874916454
33,36.64997368757669
17,12.97192489902782
69,62.45883366224343
50,57.91649147922791
31,36.22123675522733
56,46.00374048617923
51,72.40066005559717
48,52.36067630525231
19,12.149310150466762
48,63.10040461002768
29,26.53225250587429
36,68.45878340269917
63,55.60657857527587
35,50.38316036055353
71,35.289824391530985
23,16.36859115910037
22,41.49859619760715
18,26.938150656291366
32,58.18396422714073
48,53.81175105229589
63,56.2629623974104
27,50.34573990822206
74,66.34136999225444
66,53.4773880072371
37,30.868958995015532
70,32.28384335234506
37,37.433343301972954
61,42.42664904778628
45,73.22704643234384
53,44.90629055929973
53,44.632909943749546
60,38.787551254113545
66,52.776826714772966
69,49.244650703577875
23,46.58729428744459
42,47.04476159414985
42,45.271359773436224
49,48.143272459174014
36,48.901749201892024
45,42.726718343654994
48,55.632060935318385
43,62.14969820727444
62,59.160750102996474
48,46.46268717174865
20,16.465408290280987
75,53.498760136529256
63,60.44078873972571
34,24.114726580826783
19,33.20542757709283
50,52.07612688228065
64,53.54810840241281
32,31.165865885489975
59,48.92622299030633
43,51.983060414653075
45,45.96788473904889
44,41.6286003272143
61,58.97563493371523
68,60.8418977749213
21,14.598249386759523
50,55.714806965769846
75,81.26698212860443
56,57.336207893755045
52,33.96992795156332
39,45.063753918395456
44,28.331846258063152
64,86.7137167206416
61,76.64674686984475
68,49.100615172046034
46,25.383328010061643
50,41.216288129072154
75,54.44009261060276
48,31.341362579602617
67,54.919774850037726
36,39.164213357297484
47,49.66154697062888
38,44.8564517693798
48,39.303824001228485
18,15.225859602503455
33,39.0659216447005
40,37.690078701260525
57,62.084947684172555
46,48.198945497677
69,74.54003233997474
73,64.41482438271225
18,34.79713869390598
55,53.57566067964786
61,55.86361501290296
39,60.60320579909177
65,51.46707116462971
47,53.877793541652395
62,51.89762467838543
37,39.12363941612698
38,30.871037342582802
17,15.184856491430592
42,36.077305485835495
57,58.95368808923169
17,33.01205928223662
41,43.74246626421597
32,40.05627930163653
55,50.725286448949035
48,40.85224080107015
24,38.862630247968795
58,59.88534693759479
69,36.96454014696036
63,51.97890998764747
54,43.01972658792572
44,42.73061430334775
57,46.30568432953741
70,55.535796292586
41,41.39085264866526
50,46.48859306179161
65,66.32388428338713
40,49.571786606692484
39,36.25105349699567
28,28.604532671865787
75,61.16793055399613
73,61.11419571702766
22,22.12219760937931
72,53.82009333097835
51,68.95806040086967
60,48.13451911478657
35,59.35804588458785
16,32.47666942525805
23,46.464162750554664
61,47.99928027930571
31,35.20444125937239
29,30.598361912244375
27,44.47753191926203
66,49.7631622732791
38,49.87215493342874
30,42.78299411192041
43,45.52970469285823
49,62.47659734164335
17,23.68679869726605
47,56.750857186083024
38,37.61296631082217
37,34.57563185893175
66,62.751455292576075
40,48.308402443337485
73,58.643076641283656
37,38.37311652062217
73,71.70209476526304
73,45.044141957461534
37,30.096569902690284
64,64.46166505163829
67,64.2109638414307
57,56.54762778991868
21,24.210477780971935
30,41.02422129190412
69,73.09830297119534
58,78.51546207874225
75,39.68586294524843
52,46.77079880751454
48,44.14226737015161
23,45.475194716996825
68,30.947050134347982
75,61.38835193065546
59,51.121896915809664
59,70.0711274954764
20,41.010388400044604
54,55.49506734826693
19,9.092769292882032
21,21.35110517664867
60,49.35608923386262
47,35.14545205546535
67,67.1558428185937
45,32.71573502725594
62,74.21327508453712
50,69.62822634045459
70,52.14939738140494
55,55.534953701298164
67,54.88716521929576
31,45.908248003616904
28,46.90677338564759
65,57.829969921200664
75,60.94116709781063
57,46.803957360604834
45,51.617139668903384
34,41.067620789239804
32,28.64205511248643
71,55.94962890656888
34,35.60817482013927
43,39.91504418181941
73,44.745087924004324
70,56.62502733249476
41,36.885259936746564
52,46.24891827697301
41,55.44124275217288
68,62.08116101268378
38,32.772333521387466
24,33.758910679064364
27,34.537806982641555
68,72.7769620853346
16,35.271450008722745
73,40.87251274290164
73,64.82127668958601
16,34.09197251623699
62,60.153592087283315
49,46.135878563058085
47,72.54393915117136
69,62.404092809270225
63,74.57544273728229
40,57.51478429473507
55,56.891346602233035
60,48.20299088526372
68,55.51895121847498
16,19.22087547206447
31,24.7448104435073
54,58.34281574959704
20,41.67353001959409
37,38.826965054485534
44,68.27656499224737
70,40.42417214138266
18,34.303635483872036
27,49.9252023540541
41,42.64969419018939
31,35.02943494857119
66,65.86765175844401
52,56.01991109959535
37,21.835886565404934
72,47.726268454606185
44,46.504504519525405
29,21.393018203149335
43,41.26825683570096
20,12.553145747560658
62,50.8582936944661
64,51.67377272678839
45,50.767546765937134
61,53.37240676000499
67,60.63789721040756
20,29.835440074739214
27,43.52339994264311
31,45.62783040960116
41,52.371238351347166
41,75.73867428466721
63,58.28402636642329
36,66.97571503858862
54,55.96218402243934
51,49.661490851941075
48,45.22834817786803
45,62.347257984484294
52,67.36503392887938
38,48.557838559647294
73,67.54546774502705
25,18.47779534076917
69,40.40220177487788
20,38.46326885797454
51,49.22188502096978
49,56.983024173975025
67,48.43712050043922
46,64.40988469704776
25,15.845813281109638
73,42.35414913517312
34,53.88311583712345
73,30.111582070170996
47,52.19568868094916
16,20.366740044034234
71,48.7304808079997
20,24.000601514096314
60,45.5247650691019
19,40.31255946048499
31,54.934970883616096
39,36.43262413211655
31,39.645248774685314
70,42.74923529063953
17,33.340521590031265
64,65.51009174643315
43,43.0573776729231
47,48.57885058419895
42,44.42234550477329
35,24.06542166319724
39,58.75004147600127
27,25.540467611175693
65,47.64850727742079
50,48.49580145538167
75,66.20548585362279
48,43.04696784907969
48,29.43814778596556
66,46.57001939270466
58,57.60140419078991
52,72.85750287809186
27,20.610800336268444
18,10.794982325191707
16,6.314044991611842
48,32.59275008700659
55,64.30691460081431
25,46.1968857536438
58,55.13755893580402
59,49.01287227859143
44,64.55143786862627
28,35.89908041656504
27,44.104367093604345
46,42.67551058278185
61,54.73243854223774
17,10.236583545529538
66,61.732489718935845
65,57.159377507733154
50,41.05436767586216
38,33.74892850473539
32,53.919585033387435
41,64.40668750461816
23,27.078646633326787
44,47.317535727621625
41,48.691144746482166
25,32.73031758159687
41,27.947022794613694
49,53.76870677190386
66,34.56110965399391
56,45.31315808742381
22,33.21427146624818
19,30.88994207924837
73,48.1092691579051
68,51.17563059813082
65,49.311634910015464
60,52.9715583686393
26,31.972056533643368
44,53.32468129529111
71,50.92103137110216
51,54.22396191913555
40,49.07015764487191
36,43.02289377371865
72,53.56394177550525
51,52.2964546427544
25,38.76740273393576
52,59.35184867716312
24,48.39372684826906
39,33.38973763693738
50,45.599926090045976
64,38.90531339731598
50,59.310094643278546
63,51.46492493643253
51,52.55190982029326
33,32.566614305533605
64,51.77296005022175
54,64.07190105426659
47,55.35233410485983
39,42.17477942341054
38,50.238139194763974
47,56.30900080037874
52,47.045744833132645
27,18.519204393637917
64,46.048383729979605
70,42.59471396617483
28,45.804346459929064
38,55.94115216447681
40,59.86373880159016
50,29.804444510228315
56,63.35400910373721
45,69.37191309384686
32,48.87987713810645
64,33.5277038212933
35,57.93298308396772
63,55.22689037131941
40,41.67600893499528
37,46.32095296582978
28,23.669930774295132
74,56.26782370921579
34,55.64429645104073
64,61.263968705232884
51,51.07401472102668
27,34.10608159927609
56,40.82606016701199
34,37.94012108600274
27,16.867046643702327
24,40.46440952393811
22,6.302895175246572
43,54.559003796207094
29,44.884109008340616
46,61.027646157271946
67,56.47859163161803
34,48.60628466157529
73,54.61253359634784
62,42.69302882312067
31,52.19732392537995
68,54.79114170384925
20,11.904886825268056
50,45.33185054210218
27,28.936753174318287
40,48.61696918124212
67,79.08047483372731
74,61.46418613282565
36,43.108438519965254
51,75.04776199562555
68,65.54893539912726
38,45.10249204134929
31,32.09588141181905
72,59.322000762045604
54,51.17609595906864
60,54.91434127558996
68,68.90402424769472
57,47.60677816862512
73,61.34540708163514
54,61.32939989837594
29,28.468874831755908
46,39.61378584510899
73,54.70658077419097
20,21.38370409743539
50,61.52332608741504
38,32.54231721435346
44,47.3247136852867
58,78.82048333404475
26,36.37056533786183
33,44.402901443048854
62,66.16682495697125
27,28.580509345746407
24,19.425803712545964
25,33.01511276162745
73,58.86403828348537
59,37.507892052868385
32,41.510719146827775
53,62.10850498701039
22,19.030519269759907
61,58.64555848374813
28,43.08263660370133
55,58.116782085300805
57,59.82006238741557
24,27.79199758193699
65,43.974956622594036
42,40.88853537616087
73,50.349428981293755
17,21.807409537924542
20,36.9327090545993
44,33.52159871835831
52,52.402500228173906
53,40.77598354482147
34,32.03953082177229
23,34.79740752611842
63,42.910549466343014
60,61.342442897029784
16,7.918355533752752
37,48.4798040343816
67,40.11468730421488
32,31.581873207433844
22,47.12494383129561
40,61.085463697668864
60,49.874753474828545
19,28.789605860299016
51,62.530680188848834
21,33.90296174420471
75,53.515357535451756
46,40.35364685963667
34,48.1210314295793
59,64.99703308614501
69,73.04701834394388
54,34.9675057654693
42,32.828752117989474
25,42.869236021470805
41,29.17469453249823
34,51.82549954911933
54,49.69067494014608
18,18.55086180663315
60,56.054285962714694
28,20.70631547764501
65,63.49014830598352
43,62.90636997694696
73,64.91576215814241
35,37.78491307445859
43,30.62964292234559
23,14.21412543797067
56,39.343566977606926
54,51.71721722887683
16,22.574000632726047
18,32.44443510740995
28,16.19971013516924
43,59.122102303923995
72,63.10406318945371
75,52.98163706937865
64,43.142384582679
40,56.49140641691119
71,53.089060387626155
48,48.759811006555715
53,55.246119707879316
68,46.628010942183884
21,24.26819420974751
73,64.8631690202038
59,61.33096078496275
60,61.73107206695237
47,36.85820248859568
60,51.63419649270859
62,50.59606164952196
36,45.29178842274702
31,40.24657989648898
69,57.44427330742936
36,65.69733955419929
26,29.331939198559624
75,52.171769139314556
52,39.39250329663944
51,35.11152674071129
50,37.796826227842246
34,32.2531807455672
35,53.350730944378526
72,56.551639043618586
33,40.54330666952733
62,53.597266917979034
56,56.293009930217885
64,69.06072147217843
29,15.150691637319646
30,48.1833731558538
46,22.689615474649933
16,21.722027115219277
68,77.67907354744415
69,62.69657939531544
69,59.62058935320637
18,43.77945966802973
31,29.85937101998856
38,46.899674224650475
72,61.941170974738924
26,27.015978657729747
27,28.868898205040196
25,25.812205667766605
47,49.28314974008563
31,42.35691605771313
23,30.442302729146622
53,58.50461817429855
27,13.518527140264524
39,41.10748836257163
43,35.775806896493535
68,58.77722512682898
23,32.07917428672323
73,55.053778850425445
43,51.11279010532071
51,60.46812718264027
41,44.08479477693691
23,18.69305111900298
73,40.39742429080519
75,56.611101753301284
65,57.66866701513541
43,36.31476110480021
43,53.267668231630324
52,46.37043114175427
56,36.075671348288495
51,63.05436342345189
42,56.799879192021635
69,35.73400563336902
32,32.13399718346307
24,24.22416318585724
48,65.35488659417503
68,54.76707289958343
35,25.29121801944582
28,42.98104782240878
43,33.70224454233919
63,52.20659509278239
44,38.94231122119123
28,28.555449017200598
61,63.662580895639394
50,65.21330161332166
21,14.346312536206215
33,44.87076425507817
66,48.11246370310004
20,18.983280899759244
62,59.466362214227146
40,33.72097234286305
17,27.316026007750445
25,38.55113356509735
71,51.76467738300981
45,60.52078102013667
65,42.52175387938493
74,69.69406190611673
60,34.56012570514867
20,52.99714140419509
70,51.937977613781676
71,44.46692843612382
48,46.63328091480002
69,45.425220573755716
16,25.309652988545423
33,52.28657331470147
47,38.47543773943322
62,60.353992391740036
64,39.712646311042406
26,42.56954733228613
36,45.202363669275954
41,55.4518332133032
40,42.77653097358895
37,37.45843402145248
74,64.40117436057334
42,32.27951478441581
64,37.61175668266425
28,34.110380159599615
48,45.06403393141208
49,55.02833331781545
56,63.55551424313997
50,55.33014079151139
16,31.559033118267454
36,44.25052333332164
63,59.755957483210985
70,54.83342790167729
21,31.740454610151822
43,47.67652828563513
32,41.01176796529064
20,24.33275966913161
46,55.929292004712984
20,18.895474501650483
53,51.22650979095893
18,36.87783900207576
68,46.27278177078875
38,20.941545382473695
52,54.62457166297972
68,53.190455096465
52,61.06862240371839
25,29.944849201030063
25,25.206609284366884
34,38.681826041817864
32,48.69068586613211
36,46.79369627192375
29,10.750977434519658
24,32.09767492086772
61,56.64762132401405
16,21.257500347994807
66,49.331101084314106
60,65.94531874506444
28,46.60033948134861
19,2.8583953917413822
16,13.460405222585559
64,53.592693487142796
55,61.7350820371667
47,48.75852876391766
